,Best Performance,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3,Employee_type_A,Employee_type_B
15250,0,4,1.92,3,1.92,0.5,1,32,1,0,3,2.96,3.0,3,3,2,0,1,0,70.11666666666667,70.55,0.0,3.0,1.0,1.0,0,1
15251,0,4,1.08,3,1.08,0.42,1,31,0,0,3,3.1773,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15252,0,5,8.0,6,5.0,0.5,1,45,1,2,4,3.09,17.0,19,7,6,10,0,2,55.29,52.07,0.0,2.0,1.0,0.0,1,0
15253,0,4,1.5,3,1.5,0.5,1,31,1,1,4,3.11,5.0,5,3,2,3,1,0,62.92333333333334,76.7,0.0,3.0,1.0,1.0,1,0
15254,0,4,1.17,3,1.17,0.5,1,32,1,2,3,2.85,1.0,1,2,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15255,0,4,1.08,3,1.08,1.17,1,31,1,1,3,3.1773,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15256,0,4,1.83,3,1.83,0.5,0,33,1,2,3,2.9,6.0,6,3,5,1,6,1,67.92999999999999,72.05,0.0,2.0,1.0,1.0,1,0
15257,0,4,1.5,3,1.5,2.33,1,32,1,0,4,2.99,3.0,3,3,2,0,3,0,46.19333333333334,56.13,0.0,2.0,1.0,0.0,1,0
15258,0,4,0.33,3,0.33,0.0,0,30,0,0,3,3.59,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15259,0,4,0.33,3,0.33,0.33,0,27,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15260,0,4,1.58,3,1.58,0.17,0,37,1,2,4,3.28,6.0,6,3,4,2,2,1,101.67,105.86,3.0,2.0,3.0,1.0,1,0
15261,0,4,1.33,3,1.33,0.5,0,34,1,0,4,3.1773,6.0,6,6,4,3,1,5,77.3,90.41,1.0,3.0,2.0,1.0,0,0
15262,0,4,1.5,3,1.5,0.5,1,32,0,0,1,3.1773,2.0,2,2,2,1,2,0,32.410000000000004,41.34,0.0,2.0,1.0,0.0,0,1
15263,0,4,0.33,3,0.33,0.33,1,33,1,1,4,3.41,1.0,1,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15264,0,4,8.0,4,4.5,2.5,1,38,1,2,4,3.34,12.0,13,6,6,6,2,2,71.01,88.65,1.0,2.0,1.0,1.0,1,0
15265,0,4,1.33,3,1.33,0.17,0,29,1,1,4,3.1773,2.0,2,3,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15266,0,4,1.5,3,1.5,0.5,1,30,1,1,4,3.19,2.0,2,2,3,0,3,0,37.49,56.17,0.0,1.0,1.0,1.0,1,0
15267,0,5,0.33,5,0.33,0.5,1,40,1,2,4,3.29,13.0,14,10,8,5,2,0,68.33999999999999,79.63,0.0,3.0,1.0,1.0,1,0
15268,0,4,1.83,3,1.83,0.5,1,34,1,0,4,3.27,6.0,6,4,3,1,2,0,106.69333333333334,108.27,3.0,3.0,3.0,1.0,0,1
15269,0,4,1.42,3,1.42,0.5,1,30,1,0,4,3.26,5.0,5,3,3,1,2,3,63.28666666666667,70.63,0.0,2.0,1.0,1.0,1,0
15270,0,4,0.0,3,0.0,0.0,1,27,0,0,4,3.1,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15271,0,5,8.0,6,8.0,0.5,1,55,1,2,3,2.8,30.0,30,10,10,4,1,0,73.87333333333333,69.31,0.0,2.0,1.0,0.0,1,0
15272,0,4,1.17,3,1.17,1.58,1,38,1,0,4,3.1773,2.0,2,1,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15273,0,4,0.0,3,0.0,0.0,1,31,0,0,3,3.01,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15274,1,4,3.83,5,3.83,0.5,1,41,1,2,4,3.24,15.0,15,8,10,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
15275,0,4,5.5,4,2.5,1.25,1,40,1,2,4,3.53,12.0,13,10,5,2,2,0,111.50333333333332,112.82,3.0,2.0,3.0,1.0,1,0
15276,0,4,1.58,3,1.58,0.5,1,37,1,2,4,2.65,6.0,6,5,4,2,2,0,57.62333333333334,71.97,0.0,3.0,1.0,1.0,1,0
15277,0,4,1.83,3,1.83,0.5,1,33,1,0,4,3.09,5.0,5,3,3,4,3,0,108.46999999999998,109.71,3.0,3.0,4.0,1.0,1,0
15278,0,4,0.33,3,0.33,0.33,1,31,0,0,4,3.01,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15279,0,4,0.33,3,0.33,0.33,1,29,0,0,3,3.1773,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15280,0,5,1.5,5,1.5,0.5,1,41,1,2,4,3.1773,15.0,15,11,9,5,0,0,69.81,78.62,0.0,4.0,1.0,1.0,1,0
15281,1,4,1.58,3,1.58,0.42,1,32,0,0,4,3.37,4.0,4,3,3,0,2,2,67.88333333333334,77.47,0.0,2.0,1.0,1.0,1,0
15282,0,4,1.42,3,1.42,0.5,1,33,1,1,4,3.31,3.0,3,2,3,1,4,2,63.78,63.91,0.0,2.0,1.0,0.0,1,0
15283,0,4,0.08,3,0.08,0.08,0,29,0,0,4,3.21,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15284,0,4,1.5,3,1.5,0.5,1,33,1,0,4,3.19,5.0,5,4,2,1,3,0,67.52,68.29,0.0,2.0,1.0,1.0,1,0
15285,0,4,1.58,3,1.58,0.5,0,33,1,2,3,3.53,4.0,4,3,3,0,2,0,93.58333333333331,105.51,2.0,2.0,2.0,1.0,0,1
15286,1,4,1.17,3,1.17,0.42,1,34,1,0,4,3.1773,4.0,4,3,2,0,2,1,52.51333333333334,50.92,0.0,1.0,1.0,1.0,1,0
15287,1,4,1.08,3,1.08,1.17,1,34,0,0,4,2.94,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15288,0,4,1.33,3,1.33,1.75,1,32,1,0,4,3.1773,2.0,2,1,2,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15289,0,4,1.33,3,1.33,0.17,1,33,1,1,3,3.1773,2.0,2,3,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15290,0,4,0.08,3,0.08,0.08,1,26,0,0,3,3.03,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15291,0,5,2.5,6,0.5,1.25,1,42,1,2,4,3.16,16.0,17,11,8,0,2,0,103.17,108.51,3.0,2.0,3.0,1.0,1,0
15292,0,4,1.5,3,1.5,1.25,1,31,1,1,3,3.1773,2.0,2,2,2,0,2,0,36.49333333333333,54.41,0.0,2.0,1.0,1.0,0,1
15293,0,4,1.92,3,1.92,0.25,1,31,0,0,4,3.1773,2.0,2,2,2,0,1,0,39.68,59.51,0.0,2.0,1.0,0.0,0,1
15294,1,4,1.92,3,1.92,1.25,1,30,1,0,4,2.75,4.0,4,2,3,0,2,0,62.25333333333333,67.52,0.0,2.0,1.0,0.0,1,0
15295,0,4,1.92,3,1.92,0.25,1,29,1,0,3,3.14,3.0,3,2,2,0,3,0,60.09333333333333,79.16,0.0,2.0,1.0,1.0,1,0
15296,0,4,0.0,3,0.0,0.0,0,33,0,0,4,3.31,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15297,0,4,1.92,3,1.92,1.25,1,31,0,0,4,2.75,4.0,4,2,3,0,2,0,99.51333333333334,101.66,3.0,2.0,3.0,1.0,1,0
15298,0,4,1.5,3,1.5,0.25,1,32,1,1,4,2.95,3.0,3,2,4,0,2,0,75.12666666666667,101.99,1.0,3.0,3.0,1.0,1,0
15299,0,4,1.5,3,1.5,1.25,1,32,1,1,4,3.1,3.0,3,4,2,0,1,0,62.10666666666666,64.8,0.0,2.0,1.0,1.0,1,0
15300,0,4,1.5,3,1.5,0.25,1,31,0,0,4,2.93,3.0,3,2,3,0,2,0,56.53,57.1,0.0,2.0,1.0,1.0,1,0
15301,0,4,1.5,3,1.5,0.25,1,30,1,0,4,3.36,2.0,2,2,2,0,3,1,36.64666666666667,55.72,0.0,2.0,1.0,1.0,0,1
15302,0,4,0.0,3,0.0,0.0,0,31,0,0,4,3.64,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15303,0,4,0.0,3,0.0,0.0,0,32,0,0,4,3.15,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15304,0,5,8.0,6,8.0,0.25,0,52,1,2,4,3.1773,30.0,30,9,7,0,2,0,54.60333333333333,49.02,0.0,1.0,1.0,1.0,1,0
15305,0,4,0.0,3,0.0,0.0,0,34,0,0,4,2.73,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15306,1,5,8.0,6,4.5,1.25,1,52,1,2,4,3.1773,24.0,24,8,4,0,3,0,83.26,86.75,2.0,3.0,4.0,0.0,1,0
15307,0,5,4.0,6,2.0,1.25,0,50,1,1,4,3.1773,24.0,24,9,9,0,2,0,84.8,91.92,1.0,2.0,1.0,1.0,1,0
15308,1,4,1.5,3,1.5,1.25,1,34,1,1,4,2.9,5.0,5,3,2,0,2,0,114.46666666666668,111.12,3.0,2.0,4.0,0.0,1,0
15309,0,4,1.92,3,1.92,1.25,1,30,1,1,4,3.1773,4.0,4,2,2,0,2,1,88.84333333333332,91.36,3.0,2.0,1.0,1.0,1,0
15310,0,4,1.5,3,1.5,1.25,1,34,1,1,4,2.89,3.0,3,2,2,0,2,0,52.43333333333334,52.3,0.0,2.0,1.0,0.0,1,0
15311,0,4,1.92,3,1.92,0.25,1,34,1,0,4,3.31,3.0,3,3,2,1,2,0,99.62666666666668,115.67,3.0,2.0,3.0,1.0,1,0
15312,0,4,1.92,3,1.92,0.25,0,32,1,1,4,3.16,2.0,2,2,2,0,3,0,23.816666666666666,42.44,0.0,1.0,1.0,1.0,0,1
15313,0,4,1.92,3,1.92,0.25,0,34,1,2,3,3.06,6.0,6,4,2,0,2,7,61.25,69.54,0.0,2.0,1.0,1.0,0,1
15314,0,4,1.92,3,1.92,0.25,0,34,1,0,4,2.8,3.0,3,2,2,0,2,2,81.28666666666669,85.14,1.0,2.0,2.0,1.0,0,1
15315,0,4,1.92,3,1.92,1.25,1,31,1,1,4,3.1773,3.0,3,2,2,0,2,0,46.87666666666666,54.92,0.0,1.0,1.0,1.0,1,0
15316,1,5,4.5,6,4.5,1.25,0,56,1,2,3,3.1773,31.0,31,9,8,0,1,0,110.31,109.07,3.0,3.0,2.0,1.0,1,0
15317,0,4,2.58,3,2.58,1.25,0,36,1,2,4,3.2,6.0,6,2,3,0,10,0,75.03333333333333,79.46,0.0,3.0,1.0,1.0,1,0
15318,0,4,2.83,3,2.83,1.83,0,32,1,0,3,3.41,6.0,6,3,5,0,5,0,57.45333333333333,69.41,0.0,2.0,3.0,1.0,0,1
15319,0,4,1.92,3,1.92,1.25,1,34,1,1,4,2.98,6.0,6,3,3,0,2,0,90.12333333333332,89.69,3.0,2.0,2.0,1.0,1,0
15320,0,4,1.92,3,1.92,2.5,1,32,1,1,4,3.28,5.0,5,2,2,0,1,0,63.17333333333334,70.3,0.0,2.0,1.0,1.0,0,1
15321,1,4,1.5,3,1.5,1.25,1,31,1,2,3,3.04,5.0,5,2,2,0,4,0,114.07333333333334,120.07,3.0,2.0,4.0,1.0,1,0
15322,0,4,1.92,3,1.92,0.25,1,30,0,0,4,3.03,3.0,3,2,2,0,2,0,15.44,15.84,0.0,1.0,1.0,1.0,1,0
15323,0,4,0.0,3,0.0,0.0,0,31,0,0,4,3.41,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15324,0,4,5.0,4,5.0,1.25,0,48,1,3,4,3.1773,23.0,23,11,8,0,1,0,106.08,106.89,3.0,2.0,4.0,1.0,1,0
15325,0,5,8.0,6,4.5,2.42,1,47,1,1,4,3.25,22.0,22,8,5,0,1,0,52.25,47.23,0.0,2.0,1.0,1.0,1,0
15326,0,5,8.0,6,8.0,0.25,1,53,1,2,4,3.1773,29.0,29,8,5,0,5,0,52.74666666666667,63.9,0.0,2.0,1.0,0.0,1,0
15327,1,4,1.92,3,1.92,0.25,0,35,1,2,4,3.3,6.0,6,4,4,0,0,1,109.13,110.45,3.0,2.0,3.0,1.0,1,0
15328,0,4,2.58,3,2.58,2.42,1,33,1,2,4,2.85,6.0,6,3,3,0,2,0,49.65,55.76,0.0,2.0,1.0,1.0,1,0
15329,0,4,1.5,3,1.5,1.17,1,31,1,1,4,2.75,4.0,4,2,3,0,3,1,60.39666666666667,62.56,0.0,2.0,1.0,1.0,1,0
15330,0,4,1.92,3,1.92,0.25,0,35,1,1,4,3.24,3.0,3,2,2,0,2,0,48.92,57.48,0.0,2.0,1.0,1.0,0,1
15331,0,4,0.0,3,0.0,0.0,0,33,0,0,4,3.16,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15332,1,4,2.58,3,2.58,1.25,1,35,1,2,4,3.09,6.0,6,4,5,0,2,2,86.15666666666668,93.42,1.0,4.0,1.0,1.0,1,0
15333,0,4,1.92,3,1.92,1.25,1,33,1,2,4,2.75,4.0,4,2,2,0,2,0,65.57333333333334,71.99,0.0,2.0,1.0,1.0,1,0
15334,0,4,1.5,3,1.5,0.25,1,34,1,1,4,3.16,3.0,3,2,3,0,2,1,49.473333333333336,49.87,0.0,2.0,1.0,1.0,1,0
15335,0,4,1.5,3,1.5,0.25,1,31,1,0,4,3.14,2.0,2,2,2,0,3,1,24.29,46.65,0.0,2.0,1.0,0.0,0,1
15336,0,4,0.0,3,0.0,0.0,0,34,0,0,4,3.01,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15337,0,5,4.5,6,2.5,2.42,0,52,1,2,3,3.1773,27.0,27,9,7,0,4,1,62.87000000000001,80.75,0.0,2.0,1.0,1.0,1,0
15338,0,4,1.5,3,1.5,0.25,0,29,1,1,4,3.41,3.0,3,2,2,0,2,0,90.61,93.17,3.0,2.0,4.0,1.0,0,1
15339,0,4,1.92,3,1.92,0.25,1,29,1,1,4,3.1773,3.0,3,2,2,0,7,0,59.78333333333334,73.18,0.0,3.0,1.0,1.0,0,1
15340,0,5,8.0,6,8.0,1.25,0,55,1,0,3,3.1773,30.0,30,7,7,0,3,1,107.05,110.91,3.0,2.0,3.0,1.0,1,0
15341,0,4,1.92,3,1.92,1.25,1,31,1,2,3,3.24,6.0,6,3,3,0,2,0,98.11666666666667,101.73,3.0,2.0,2.0,1.0,1,0
15342,1,4,1.5,3,1.5,1.25,0,27,1,1,4,3.56,3.0,3,2,2,0,1,0,52.69,57.27,0.0,2.0,1.0,1.0,1,0
15343,0,4,1.92,3,1.92,2.5,0,28,1,0,3,3.74,3.0,3,2,2,0,3,2,51.26666666666667,64.55,0.0,3.0,1.0,1.0,0,1
15344,0,4,1.5,3,1.5,0.25,1,28,0,0,4,3.1773,2.0,2,2,2,0,2,1,39.693333333333335,60.31,0.0,2.0,1.0,1.0,0,1
15345,0,4,0.0,3,0.0,0.0,0,31,0,0,3,3.18,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15346,0,4,1.92,3,1.92,1.25,1,34,1,2,3,3.44,5.0,5,4,4,0,2,0,87.37,89.77,2.0,3.0,1.0,1.0,1,0
15347,0,4,1.92,3,1.92,2.42,0,31,1,2,4,2.75,4.0,4,2,2,0,2,0,91.11333333333332,98.05,2.0,4.0,1.0,1.0,1,0
15348,0,4,1.92,3,1.92,2.5,1,30,1,0,4,3.1773,3.0,3,2,2,0,3,0,58.52333333333333,80.42,0.0,2.0,2.0,1.0,0,1
15349,1,4,1.5,3,1.5,0.25,0,34,1,1,4,3.16,2.0,2,2,2,0,2,3,33.30333333333333,41.52,0.0,2.0,1.0,0.0,0,1
15350,0,4,0.0,3,0.0,0.0,0,33,0,0,4,3.43,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15351,0,4,0.0,3,0.0,0.0,0,33,0,0,4,3.09,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15352,1,4,5.5,4,2.5,0.83,0,39,1,2,4,2.93,15.0,15,8,7,0,2,0,89.53333333333335,89.84,3.0,2.0,2.0,0.0,1,0
15353,1,4,1.5,3,1.5,1.25,1,32,1,1,4,3.12,5.0,5,3,3,0,1,0,84.79333333333334,87.66,2.0,2.0,2.0,0.0,1,0
15354,1,4,1.92,3,1.92,1.17,1,34,1,1,4,2.75,4.0,4,3,3,0,2,1,65.95333333333333,70.81,0.0,2.0,1.0,1.0,1,0
15355,0,4,1.92,3,1.92,1.17,1,32,1,2,3,2.75,4.0,4,2,3,0,1,0,71.18333333333334,73.44,0.0,2.0,1.0,1.0,1,0
15356,0,4,1.92,3,1.92,0.25,1,29,1,1,4,3.1,3.0,3,2,2,0,2,0,75.29333333333334,87.17,1.0,3.0,1.0,1.0,0,1
15357,0,4,1.5,3,1.5,0.25,1,29,0,0,4,3.29,2.0,2,2,2,0,3,6,37.29666666666667,53.6,0.0,2.0,1.0,1.0,0,1
15358,0,4,0.0,3,0.0,0.0,0,31,0,0,4,3.19,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15359,0,5,8.0,6,8.0,0.25,1,48,1,2,4,3.1773,29.0,29,9,5,0,2,0,69.64333333333333,45.01,1.0,2.0,1.0,0.0,1,0
15360,1,4,1.92,3,1.92,1.25,1,32,1,0,4,2.75,4.0,4,2,3,0,4,8,71.72666666666667,77.39,0.0,2.0,1.0,1.0,1,0
15361,0,4,0.0,3,0.0,0.0,0,29,0,0,4,3.17,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15362,0,4,0.0,3,0.0,0.0,1,31,1,0,4,3.06,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15363,0,5,8.0,6,3.0,1.25,1,43,1,2,3,3.26,17.0,19,10,6,0,0,0,89.80333333333333,92.85,3.0,2.0,2.0,0.0,1,0
15364,0,4,1.92,3,1.92,1.25,1,31,1,0,4,2.75,4.0,4,2,3,0,2,0,61.50666666666667,64.56,0.0,2.0,1.0,1.0,1,0
15365,0,4,1.5,3,1.5,0.25,0,28,1,1,4,3.1773,2.0,2,2,2,0,2,0,35.70666666666667,50.79,0.0,2.0,1.0,1.0,0,1
15366,1,4,5.5,4,2.5,1.0,0,38,1,3,4,3.08,12.0,13,10,9,2,6,1,76.15333333333334,83.87,0.0,2.0,1.0,1.0,1,0
15367,0,4,1.92,3,1.92,3.0,0,31,1,0,4,3.29,5.0,5,2,3,0,3,1,57.80666666666666,62.99,0.0,2.0,1.0,1.0,1,0
15368,0,4,1.92,3,1.92,2.5,1,32,1,3,4,3.13,5.0,5,3,2,0,3,1,46.87666666666666,50.54,0.0,2.0,1.0,0.0,0,1
15369,0,4,1.92,3,1.92,0.5,1,33,1,2,4,3.08,4.0,4,3,3,0,6,4,61.87333333333334,72.88,0.0,2.0,1.0,1.0,1,0
15370,0,4,1.92,3,1.92,2.5,0,28,1,0,4,3.78,4.0,4,3,2,0,3,3,49.26333333333334,54.81,0.0,2.0,1.0,1.0,0,1
15371,0,4,1.75,3,1.75,2.42,1,32,0,0,4,3.02,2.0,2,1,2,0,3,0,49.35666666666666,63.13,0.0,2.0,1.0,1.0,0,1
15372,0,4,1.92,3,1.92,1.0,0,32,1,2,4,3.36,6.0,6,3,4,2,3,0,89.73,93.61,3.0,2.0,2.0,0.0,1,0
15373,0,4,1.92,3,1.92,2.5,1,33,0,0,4,3.1773,4.0,4,2,2,0,3,0,47.29,51.24,0.0,2.0,1.0,1.0,0,1
15374,0,4,1.08,3,1.08,1.25,0,29,1,1,4,3.62,1.0,1,1,2,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15375,0,4,0.25,3,0.25,0.25,0,31,0,0,4,3.06,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15376,0,4,5.5,4,2.5,2.5,1,41,1,2,4,3.61,15.0,16,9,6,7,2,0,38.946666666666665,49.03,0.0,2.0,1.0,0.0,1,0
15377,0,4,1.5,3,1.5,0.5,0,29,1,0,4,3.3,4.0,4,2,3,0,3,0,65.86,64.65,0.0,2.0,1.0,1.0,1,0
15378,0,4,1.08,3,1.08,1.25,0,31,1,1,4,3.1773,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15379,0,4,1.92,3,1.92,0.5,1,28,0,0,4,3.1773,4.0,4,3,3,0,3,1,45.33000000000001,56.69,0.0,2.0,1.0,0.0,1,0
15380,0,4,2.08,3,2.08,0.5,1,31,1,1,4,3.1773,4.0,4,2,3,2,4,0,127.17666666666666,130.0,3.0,3.0,4.0,1.0,1,0
15381,0,4,1.92,3,1.92,2.5,1,29,1,2,4,3.1773,4.0,4,2,2,0,3,1,52.18666666666667,58.53,0.0,2.0,1.0,1.0,0,1
15382,1,4,1.92,3,1.92,1.0,1,31,1,0,4,3.1773,4.0,4,2,2,0,3,0,98.90666666666668,102.53,3.0,2.0,3.0,1.0,0,1
15383,1,4,1.92,3,1.92,0.5,1,33,1,1,4,2.87,5.0,5,4,3,2,0,0,63.74,68.93,0.0,2.0,1.0,1.0,1,0
15384,0,4,1.92,3,1.92,2.5,1,30,1,1,4,3.1773,4.0,4,2,2,0,3,1,49.46333333333333,55.65,0.0,2.0,1.0,1.0,0,1
15385,0,4,1.5,3,1.5,1.83,1,31,1,1,4,3.1773,4.0,4,2,2,1,3,0,64.33,58.6,0.0,1.0,1.0,1.0,0,1
15386,0,4,2.08,3,2.08,0.5,1,30,1,0,4,3.1,3.0,3,3,2,0,0,0,51.80333333333334,55.78,0.0,2.0,1.0,1.0,0,1
15387,0,4,1.92,3,1.92,2.17,1,29,1,1,4,3.39,2.0,2,1,2,0,3,0,46.46,51.34,0.0,2.0,1.0,0.0,0,1
15388,1,4,1.08,3,1.08,0.0,1,32,1,1,4,3.1773,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
15389,0,4,2.67,3,2.67,2.5,1,32,1,1,4,3.32,5.0,5,3,3,0,3,2,48.78,57.7,0.0,2.0,1.0,1.0,1,0
15390,0,4,1.92,3,1.92,0.5,1,31,0,0,4,3.09,4.0,4,3,3,0,4,0,56.86666666666667,64.17,0.0,2.0,1.0,1.0,1,0
15391,0,4,0.25,3,0.25,0.25,0,31,0,0,4,3.18,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15392,0,4,5.5,4,2.5,1.0,0,44,1,1,4,2.95,17.0,19,8,7,0,0,3,104.74333333333334,110.84,3.0,2.0,4.0,0.0,1,0
15393,0,4,2.67,3,2.67,0.5,1,31,1,1,4,3.35,5.0,5,3,2,0,3,0,48.47666666666667,54.4,0.0,2.0,1.0,1.0,0,1
15394,1,4,2.08,3,2.08,0.17,1,34,1,2,4,3.05,5.0,5,5,5,0,6,2,97.94333333333334,97.67,3.0,2.0,2.0,1.0,1,0
15395,0,4,1.92,3,1.92,2.5,0,30,1,2,4,3.1773,4.0,4,2,2,0,3,0,48.16,52.82,0.0,2.0,1.0,1.0,0,1
15396,1,4,1.5,3,1.5,0.5,0,30,1,1,4,3.1773,4.0,4,3,3,1,3,0,57.66666666666666,57.52,0.0,2.0,1.0,0.0,1,0
15397,0,4,2.0,3,2.0,2.5,1,29,1,0,4,3.26,4.0,4,2,2,1,3,0,49.63,55.05,0.0,2.0,1.0,1.0,1,0
15398,0,4,1.92,3,1.92,0.5,1,33,1,1,4,3.32,4.0,4,2,2,0,6,0,81.12333333333333,90.65,1.0,3.0,1.0,0.0,1,0
15399,0,4,2.08,3,2.08,0.5,1,31,1,1,4,3.42,4.0,4,3,2,0,3,0,68.37666666666667,87.66,1.0,2.0,2.0,1.0,0,1
15400,0,4,1.92,3,1.92,1.0,1,28,0,0,4,3.09,4.0,4,2,2,0,3,0,112.15666666666668,119.56,3.0,2.0,4.0,1.0,0,1
15401,0,4,0.42,3,0.42,0.42,0,30,1,1,4,3.04,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15402,0,5,2.5,6,0.5,0.5,1,41,1,1,4,3.1773,15.0,16,8,8,1,3,0,67.44,67.05,0.0,2.0,1.0,1.0,1,0
15403,0,4,1.5,3,1.5,0.0,1,31,1,0,4,3.19,5.0,5,4,5,0,4,0,56.46333333333333,57.69,0.0,2.0,1.0,1.0,1,0
15404,0,4,1.92,3,1.92,1.0,1,36,1,2,4,3.1773,4.0,4,2,2,2,3,0,63.66666666666666,65.17,0.0,2.0,1.0,1.0,1,0
15405,0,4,2.08,3,2.08,0.5,1,30,1,1,4,3.1773,4.0,4,3,2,0,4,0,54.76,65.9,0.0,2.0,1.0,1.0,0,1
15406,0,4,0.42,3,0.42,0.42,0,33,0,0,4,3.19,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15407,0,4,2.83,4,0.5,2.5,0,32,1,2,4,3.42,6.0,6,3,3,5,2,1,60.44666666666666,66.88,0.0,2.0,1.0,0.0,1,0
15408,0,4,2.08,3,2.08,0.5,0,30,1,2,3,3.39,4.0,4,3,2,0,3,8,74.10333333333334,80.25,0.0,2.0,1.0,1.0,0,1
15409,0,4,1.5,3,1.5,1.0,1,36,0,0,4,3.01,4.0,4,2,3,0,4,0,51.00333333333333,51.99,0.0,1.0,1.0,0.0,1,0
15410,0,4,1.75,3,1.75,1.0,0,33,1,0,4,2.9,4.0,4,2,2,0,3,0,79.05333333333334,70.31,0.0,2.0,1.0,1.0,0,1
15411,0,4,8.0,4,3.5,2.5,0,43,1,2,4,3.59,16.0,17,7,6,0,4,0,50.03333333333333,59.19,0.0,2.0,1.0,1.0,1,0
15412,0,4,1.92,3,1.92,0.0,1,36,1,0,4,3.25,6.0,6,4,4,1,2,0,45.50333333333333,50.55,0.0,2.0,1.0,1.0,0,1
15413,0,4,1.5,3,1.5,1.5,1,31,0,0,4,3.1773,4.0,4,1,3,0,3,0,58.95,59.66,0.0,2.0,1.0,1.0,1,0
15414,0,4,2.08,3,2.08,0.5,0,31,0,0,4,3.1773,4.0,4,3,2,0,3,0,66.11666666666667,85.64,1.0,2.0,1.0,1.0,0,1
15415,0,4,0.25,3,0.25,0.25,0,30,1,0,4,3.4,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
15416,0,4,2.67,3,2.67,1.0,1,33,1,0,4,3.0,5.0,5,2,4,0,3,0,73.11666666666667,76.69,0.0,2.0,1.0,1.0,1,0
15417,0,4,2.08,3,2.08,2.5,1,31,1,1,3,2.86,5.0,5,2,2,1,3,0,47.61666666666667,54.07,0.0,2.0,1.0,1.0,1,0
15418,0,4,1.83,3,1.83,1.0,0,31,1,1,4,3.1773,4.0,4,4,4,0,3,9,50.96666666666667,58.79,0.0,2.0,1.0,1.0,1,0
